sample_id,timestamp,amplitude_mean,amplitude_std,phase_mean,phase_std,label
sitting_6,5,0.708,0.17,0.109,0.341,sitting
sitting_6,6,0.783,0.192,0.099,0.378,sitting
sitting_6,7,0.785,0.193,0.069,0.329,sitting
sitting_6,8,0.702,0.181,0.113,0.358,sitting
sitting_6,9,0.771,0.182,0.105,0.388,sitting
sitting_6,10,0.754,0.193,0.077,0.352,sitting
sitting_6,11,0.694,0.183,0.145,0.36,sitting
sitting_6,12,0.669,0.229,0.124,0.336,sitting
sitting_6,13,0.715,0.196,0.193,0.342,sitting
sitting_6,14,0.786,0.222,0.076,0.359,sitting
sitting_6,15,0.685,0.19,0.106,0.378,sitting
sitting_6,16,0.791,0.179,0.009,0.364,sitting
sitting_6,17,0.751,0.199,0.091,0.367,sitting
sitting_6,18,0.812,0.201,0.089,0.355,sitting
sitting_6,19,0.728,0.227,0.098,0.364,sitting
sitting_7,0,0.678,0.115,0.363,0.289,sitting
sitting_7,1,0.68,0.123,0.447,0.266,sitting
sitting_7,2,0.653,0.135,0.464,0.316,sitting
sitting_7,3,0.695,0.089,0.476,0.261,sitting
sitting_7,4,0.564,0.146,0.518,0.285,sitting
sitting_7,5,0.682,0.087,0.458,0.291,sitting
sitting_7,6,0.621,0.064,0.471,0.271,sitting
sitting_7,7,0.68,0.129,0.514,0.279,sitting
sitting_7,8,0.733,0.084,0.508,0.287,sitting
sitting_7,9,0.612,0.084,0.445,0.261,sitting
sitting_7,10,0.711,0.102,0.44,0.262,sitting
sitting_7,11,0.73,0.115,0.474,0.272,sitting
sitting_7,12,0.738,0.099,0.548,0.278,sitting
sitting_7,13,0.666,0.164,0.43,0.267,sitting
sitting_7,14,0.612,0.133,0.567,0.308,sitting
sitting_7,15,0.735,0.11,0.464,0.241,sitting
sitting_7,16,0.775,0.124,0.458,0.301,sitting
sitting_7,17,0.625,0.122,0.474,0.287,sitting
sitting_7,18,0.67,0.085,0.486,0.295,sitting
sitting_7,19,0.672,0.13,0.43,0.274,sitting
sitting_8,0,0.663,0.095,0.824,0.379,sitting
sitting_8,1,0.676,0.062,0.77,0.355,sitting
sitting_8,2,0.645,0.074,0.721,0.326,sitting
sitting_8,3,0.628,0.085,0.702,0.366,sitting
sitting_8,4,0.757,0.102,0.852,0.373,sitting
sitting_8,5,0.72,0.067,0.737,0.31,sitting
sitting_8,6,0.721,0.112,0.742,0.36,sitting
sitting_8,7,0.624,0.089,0.826,0.33,sitting
sitting_8,8,0.682,0.076,0.775,0.374,sitting
sitting_8,9,0.652,0.08,0.759,0.385,sitting
sitting_8,10,0.683,0.086,0.706,0.358,sitting
sitting_8,11,0.707,0.082,0.803,0.401,sitting
sitting_8,12,0.714,0.083,0.744,0.314,sitting
sitting_8,13,0.653,0.075,0.789,0.362,sitting
sitting_8,14,0.646,0.046,0.723,0.375,sitting
sitting_8,15,0.748,0.08,0.786,0.384,sitting
sitting_8,16,0.621,0.089,0.733,0.383,sitting
sitting_8,17,0.669,0.088,0.731,0.379,sitting
sitting_8,18,0.766,0.061,0.753,0.37,sitting
sitting_8,19,0.701,0.07,0.628,0.392,sitting
sitting_9,0,0.392,0.197,0.625,0.172,sitting
sitting_9,1,0.314,0.201,0.59,0.154,sitting
sitting_9,2,0.371,0.178,0.703,0.157,sitting
sitting_9,3,0.317,0.16,0.634,0.141,sitting
sitting_9,4,0.296,0.15,0.669,0.185,sitting
sitting_9,5,0.234,0.205,0.759,0.171,sitting
sitting_9,6,0.288,0.235,0.568,0.171,sitting
sitting_9,7,0.329,0.205,0.652,0.16,sitting
sitting_9,8,0.273,0.172,0.584,0.171,sitting
sitting_9,9,0.292,0.149,0.697,0.16,sitting
sitting_9,10,0.257,0.175,0.637,0.135,sitting
sitting_9,11,0.337,0.158,0.719,0.181,sitting
sitting_9,12,0.3,0.164,0.629,0.183,sitting
sitting_9,13,0.319,0.174,0.637,0.158,sitting
sitting_9,14,0.303,0.137,0.683,0.176,sitting
sitting_9,15,0.281,0.216,0.638,0.15,sitting
sitting_9,16,0.363,0.186,0.654,0.162,sitting
sitting_9,17,0.343,0.173,0.662,0.132,sitting
sitting_9,18,0.298,0.213,0.596,0.158,sitting
sitting_9,19,0.298,0.154,0.523,0.166,sitting
sitting_10,0,0.376,0.286,0.535,0.014,sitting
sitting_10,1,0.353,0.318,0.532,0.021,sitting
sitting_10,2,0.341,0.27,0.564,0.01,sitting
sitting_10,3,0.236,0.297,0.544,0.023,sitting
sitting_10,4,0.324,0.27,0.561,0.006,sitting
sitting_10,5,0.394,0.262,0.553,0.002,sitting
sitting_10,6,0.353,0.283,0.537,0.036,sitting
sitting_10,7,0.326,0.3,0.514,0.009,sitting
sitting_10,8,0.33,0.283,0.595,0.018,sitting
sitting_10,9,0.335,0.257,0.658,0.016,sitting
sitting_10,10,0.359,0.273,0.579,0.007,sitting
sitting_10,11,0.347,0.282,0.565,0.033,sitting
sitting_10,12,0.263,0.276,0.586,0.061,sitting
sitting_10,13,0.318,0.301,0.558,0.058,sitting
sitting_10,14,0.237,0.291,0.482,0.031,sitting
sitting_10,15,0.339,0.292,0.549,0.017,sitting
sitting_10,16,0.479,0.284,0.589,0.006,sitting
sitting_10,17,0.339,0.285,0.543,0.056,sitting
sitting_10,18,0.383,0.292,0.448,0.012,sitting
sitting_10,19,0.46,0.285,0.618,0.048,sitting
sitting_11,0,0.048,0.199,0.106,0.044,sitting
sitting_11,1,0.107,0.18,0.148,0.046,sitting
sitting_11,2,0.114,0.209,0.117,0.007,sitting
sitting_11,3,0.164,0.186,0.155,0.068,sitting
sitting_11,4,0.158,0.183,0.092,0.057,sitting
sitting_11,5,0.179,0.177,0.052,0.07,sitting
sitting_11,6,0.108,0.173,0.165,0.017,sitting
sitting_11,7,0.095,0.143,0.183,0.03,sitting
sitting_11,8,0.316,0.165,0.101,0.029,sitting
sitting_11,9,0.182,0.176,0.177,0.021,sitting
sitting_11,10,0.101,0.149,0.036,0.03,sitting
sitting_11,11,0.155,0.173,0.209,0.065,sitting
sitting_11,12,0.153,0.149,0.118,0.029,sitting
sitting_11,13,0.137,0.171,0.114,0.033,sitting
sitting_11,14,0.138,0.189,0.165,0.022,sitting
sitting_11,15,0.233,0.166,0.066,0.048,sitting
sitting_11,16,0.129,0.192,0.027,0.069,sitting
sitting_11,17,0.203,0.155,0.073,0.074,sitting
sitting_11,18,0.133,0.169,0.033,0.034,sitting
sitting_11,19,0.158,0.2,0.077,0.01,sitting
sitting_12,0,0.688,0.221,0.538,0.09,sitting
sitting_12,1,0.678,0.22,0.497,0.133,sitting
sitting_12,2,0.677,0.141,0.625,0.122,sitting
sitting_12,3,0.711,0.197,0.604,0.148,sitting
sitting_12,4,0.674,0.181,0.581,0.103,sitting
sitting_12,5,0.718,0.177,0.604,0.144,sitting
sitting_12,6,0.718,0.2,0.454,0.123,sitting
sitting_12,7,0.719,0.202,0.6,0.148,sitting
sitting_12,8,0.637,0.183,0.546,0.094,sitting
sitting_12,9,0.769,0.208,0.603,0.109,sitting
sitting_12,10,0.748,0.243,0.475,0.156,sitting
sitting_12,11,0.686,0.168,0.566,0.157,sitting
sitting_12,12,0.656,0.222,0.458,0.11,sitting
sitting_12,13,0.692,0.199,0.506,0.157,sitting
sitting_12,14,0.712,0.216,0.535,0.152,sitting
sitting_12,15,0.663,0.24,0.501,0.182,sitting
sitting_12,16,0.687,0.171,0.61,0.143,sitting
sitting_12,17,0.728,0.223,0.558,0.128,sitting
sitting_12,18,0.734,0.199,0.576,0.097,sitting
sitting_12,19,0.708,0.186,0.624,0.153,sitting
sitting_13,0,0.841,0.222,0.667,0.152,sitting
sitting_13,1,0.702,0.215,0.609,0.156,sitting
sitting_13,2,0.769,0.221,0.538,0.174,sitting
sitting_13,3,0.785,0.218,0.645,0.139,sitting
sitting_13,4,0.765,0.191,0.532,0.151,sitting
sitting_13,5,0.695,0.204,0.577,0.181,sitting
sitting_13,6,0.726,0.183,0.644,0.147,sitting
sitting_13,7,0.739,0.224,0.597,0.186,sitting
sitting_13,8,0.766,0.197,0.696,0.168,sitting
sitting_13,9,0.734,0.234,0.6,0.172,sitting
sitting_13,10,0.866,0.209,0.572,0.166,sitting
sitting_13,11,0.795,0.184,0.489,0.152,sitting
sitting_13,12,0.66,0.206,0.613,0.146,sitting
sitting_13,13,0.67,0.216,0.631,0.13,sitting
sitting_13,14,0.783,0.231,0.635,0.188,sitting
sitting_13,15,0.852,0.207,0.593,0.155,sitting
sitting_13,16,0.742,0.245,0.52,0.147,sitting
sitting_13,17,0.811,0.235,0.569,0.181,sitting
sitting_13,18,0.759,0.245,0.591,0.184,sitting
sitting_13,19,0.874,0.227,0.59,0.178,sitting
sitting_14,0,0.489,0.172,0.168,0.3,sitting
sitting_14,1,0.559,0.12,0.134,0.319,sitting
sitting_14,2,0.616,0.134,0.061,0.292,sitting
sitting_14,3,0.464,0.177,0.202,0.316,sitting
sitting_14,4,0.591,0.153,0.12,0.303,sitting
sitting_14,5,0.515,0.119,0.138,0.309,sitting
sitting_14,6,0.568,0.152,0.117,0.292,sitting
sitting_14,7,0.534,0.165,0.068,0.311,sitting
sitting_14,8,0.542,0.136,0.096,0.314,sitting
sitting_14,9,0.474,0.157,0.08,0.331,sitting
sitting_14,10,0.647,0.133,0.152,0.295,sitting
sitting_14,11,0.582,0.125,0.149,0.292,sitting
sitting_14,12,0.52,0.129,0.166,0.293,sitting
sitting_14,13,0.558,0.143,0.119,0.313,sitting
sitting_14,14,0.492,0.154,0.201,0.294,sitting
sitting_14,15,0.589,0.18,0.084,0.28,sitting
sitting_14,16,0.546,0.139,0.218,0.31,sitting
sitting_14,17,0.49,0.127,0.179,0.298,sitting
sitting_14,18,0.533,0.169,0.101,0.309,sitting
sitting_14,19,0.53,0.164,0.154,0.305,sitting
sitting_15,0,0.212,0.161,0.45,0.078,sitting
sitting_15,1,0.153,0.188,0.481,0.077,sitting
sitting_15,2,0.122,0.147,0.496,0.113,sitting
sitting_15,3,0.055,0.148,0.568,0.083,sitting
sitting_15,4,0.174,0.176,0.481,0.104,sitting
sitting_15,5,0.073,0.181,0.47,0.069,sitting
sitting_15,6,0.134,0.173,0.481,0.071,sitting
sitting_15,7,0.197,0.196,0.537,0.089,sitting
sitting_15,8,0.031,0.218,0.486,0.081,sitting
sitting_15,9,0.138,0.202,0.488,0.121,sitting
sitting_15,10,0.171,0.157,0.455,0.115,sitting
sitting_15,11,0.0,0.176,0.418,0.086,sitting
sitting_15,12,0.102,0.171,0.462,0.074,sitting
sitting_15,13,0.232,0.216,0.431,0.127,sitting
sitting_15,14,0.097,0.181,0.486,0.082,sitting
sitting_15,15,0.166,0.181,0.465,0.069,sitting
sitting_15,16,0.072,0.146,0.49,0.072,sitting
sitting_15,17,0.104,0.206,0.549,0.095,sitting
sitting_15,18,0.113,0.216,0.515,0.089,sitting
sitting_15,19,0.046,0.186,0.531,0.083,sitting
sitting_16,0,0.122,0.248,0.143,0.34,sitting
sitting_16,1,0.099,0.299,0.116,0.328,sitting
sitting_16,2,0.12,0.279,0.221,0.339,sitting
sitting_16,3,0.101,0.308,0.181,0.333,sitting
sitting_16,4,0.046,0.318,0.126,0.313,sitting
sitting_16,5,0.263,0.304,0.135,0.276,sitting
sitting_16,6,0.2,0.271,0.104,0.314,sitting
sitting_16,7,0.202,0.313,0.146,0.327,sitting
sitting_16,8,0.101,0.3,0.158,0.34,sitting
sitting_16,9,0.179,0.308,0.136,0.335,sitting
sitting_16,10,0.126,0.276,0.134,0.322,sitting
sitting_16,11,0.176,0.294,0.094,0.322,sitting
sitting_16,12,0.137,0.301,0.2,0.341,sitting
sitting_16,13,0.101,0.285,0.102,0.334,sitting
sitting_16,14,0.203,0.291,0.142,0.35,sitting
sitting_16,15,0.156,0.306,0.095,0.334,sitting
sitting_16,16,0.084,0.275,0.137,0.309,sitting
sitting_16,17,0.12,0.269,0.202,0.343,sitting
sitting_16,18,0.034,0.317,0.114,0.338,sitting
sitting_16,19,0.127,0.298,0.145,0.345,sitting
sitting_17,0,0.662,0.064,0.64,0.309,sitting
sitting_17,1,0.607,0.074,0.572,0.337,sitting
sitting_17,2,0.521,0.046,0.566,0.324,sitting
sitting_17,3,0.615,0.076,0.658,0.284,sitting
sitting_17,4,0.524,0.068,0.586,0.313,sitting
sitting_17,5,0.58,0.065,0.599,0.31,sitting
sitting_17,6,0.499,0.072,0.584,0.308,sitting
sitting_17,7,0.547,0.076,0.57,0.337,sitting
sitting_17,8,0.487,0.06,0.731,0.29,sitting
sitting_17,9,0.478,0.089,0.488,0.306,sitting
sitting_17,10,0.653,0.043,0.493,0.281,sitting
sitting_17,11,0.591,0.097,0.566,0.325,sitting
sitting_17,12,0.615,0.11,0.579,0.265,sitting
sitting_17,13,0.505,0.066,0.579,0.307,sitting
sitting_17,14,0.602,0.1,0.583,0.333,sitting
sitting_17,15,0.564,0.075,0.637,0.313,sitting
sitting_17,16,0.649,0.045,0.566,0.309,sitting
sitting_17,17,0.568,0.1,0.59,0.283,sitting
sitting_17,18,0.588,0.089,0.495,0.311,sitting
sitting_17,19,0.466,0.061,0.547,0.327,sitting
sitting_18,0,0.237,0.147,0.264,0.265,sitting
sitting_18,1,0.246,0.19,0.278,0.261,sitting
sitting_18,2,0.198,0.167,0.304,0.253,sitting
sitting_18,3,0.13,0.17,0.3,0.242,sitting
sitting_18,4,0.156,0.193,0.307,0.251,sitting
sitting_18,5,0.163,0.147,0.347,0.258,sitting
sitting_18,6,0.193,0.174,0.241,0.285,sitting
sitting_18,7,0.288,0.154,0.251,0.203,sitting
sitting_18,8,0.146,0.137,0.289,0.249,sitting
sitting_18,9,0.153,0.158,0.307,0.266,sitting
sitting_18,10,0.125,0.161,0.213,0.273,sitting
sitting_18,11,0.259,0.146,0.244,0.246,sitting
sitting_18,12,0.108,0.17,0.268,0.275,sitting
sitting_18,13,0.165,0.151,0.207,0.235,sitting
sitting_18,14,0.161,0.184,0.247,0.258,sitting
sitting_18,15,0.201,0.138,0.274,0.267,sitting
sitting_18,16,0.16,0.18,0.24,0.246,sitting
sitting_18,17,0.247,0.15,0.284,0.249,sitting
sitting_18,18,0.227,0.116,0.191,0.268,sitting
sitting_18,19,0.272,0.145,0.27,0.261,sitting
sitting_19,0,0.124,0.264,0.365,0.275,sitting
sitting_19,1,0.157,0.242,0.35,0.251,sitting
sitting_19,2,0.174,0.252,0.378,0.238,sitting
sitting_19,3,0.117,0.278,0.38,0.249,sitting
sitting_19,4,0.165,0.263,0.391,0.201,sitting
sitting_19,5,0.19,0.243,0.383,0.22,sitting
sitting_19,6,0.232,0.28,0.269,0.254,sitting
sitting_19,7,0.246,0.288,0.292,0.219,sitting
sitting_19,8,0.176,0.256,0.415,0.228,sitting
sitting_19,9,0.033,0.277,0.313,0.224,sitting
sitting_19,10,0.15,0.287,0.386,0.231,sitting
sitting_19,11,0.151,0.27,0.331,0.209,sitting
sitting_19,12,0.197,0.28,0.407,0.25,sitting
sitting_19,13,0.134,0.287,0.282,0.239,sitting
sitting_19,14,0.143,0.25,0.344,0.172,sitting
sitting_19,15,0.081,0.267,0.334,0.218,sitting
sitting_19,16,0.089,0.254,0.349,0.237,sitting
sitting_19,17,0.168,0.293,0.35,0.21,sitting
sitting_19,18,0.154,0.242,0.325,0.247,sitting
sitting_19,19,0.203,0.298,0.315,0.252,sitting
running_0,0,0.724,0.14,0.814,0.225,running
running_0,1,0.643,0.118,0.91,0.19,running
running_0,2,0.658,0.167,0.772,0.18,running
running_0,3,0.663,0.108,0.788,0.205,running
running_0,4,0.637,0.113,0.882,0.202,running
running_0,5,0.722,0.139,0.759,0.205,running
running_0,6,0.639,0.121,0.876,0.187,running
running_0,7,0.558,0.171,0.778,0.188,running
running_0,8,0.562,0.179,0.738,0.201,running
running_0,9,0.696,0.153,0.8,0.166,running
running_0,10,0.61,0.148,0.763,0.204,running
running_0,11,0.684,0.163,0.741,0.244,running
running_0,12,0.688,0.144,0.857,0.247,running
running_0,13,0.578,0.14,0.684,0.204,running
running_0,14,0.668,0.143,0.77,0.159,running
running_0,15,0.669,0.173,0.773,0.208,running
running_0,16,0.572,0.153,0.783,0.184,running
running_0,17,0.612,0.136,0.822,0.173,running
running_0,18,0.63,0.143,0.748,0.236,running
running_0,19,0.607,0.131,0.754,0.236,running
running_1,0,0.239,0.203,0.465,0.352,running
running_1,1,0.199,0.246,0.439,0.376,running
running_1,2,0.22,0.216,0.544,0.332,running
running_1,3,0.269,0.156,0.466,0.326,running
running_1,4,0.163,0.206,0.521,0.359,running
running_1,5,0.238,0.197,0.521,0.347,running
running_1,6,0.273,0.225,0.504,0.327,running
running_1,7,0.193,0.199,0.486,0.35,running
running_1,8,0.262,0.209,0.503,0.348,running
running_1,9,0.2,0.191,0.414,0.331,running
running_1,10,0.249,0.196,0.49,0.354,running
running_1,11,0.252,0.188,0.552,0.367,running
running_1,12,0.169,0.193,0.562,0.342,running
running_1,13,0.115,0.182,0.49,0.322,running
running_1,14,0.205,0.21,0.575,0.339,running
running_1,15,0.279,0.238,0.574,0.351,running
running_1,16,0.128,0.219,0.554,0.343,running
running_1,17,0.313,0.227,0.53,0.367,running
running_1,18,0.242,0.16,0.477,0.369,running
running_1,19,0.185,0.205,0.45,0.381,running
running_2,0,0.415,0.217,0.144,0.248,running
running_2,1,0.531,0.187,0.018,0.234,running
running_2,2,0.306,0.177,0.054,0.223,running
running_2,3,0.336,0.217,0.078,0.238,running
running_2,4,0.429,0.192,0.09,0.249,running
running_2,5,0.287,0.159,0.121,0.251,running
running_2,6,0.487,0.21,0.145,0.238,running
running_2,7,0.399,0.24,0.0,0.25,running
running_2,8,0.491,0.213,0.186,0.229,running
running_2,9,0.382,0.208,0.0,0.218,running
running_2,10,0.329,0.224,0.147,0.248,running
running_2,11,0.425,0.204,0.164,0.242,running
running_2,12,0.387,0.202,0.138,0.233,running
running_2,13,0.433,0.184,0.049,0.255,running
running_2,14,0.38,0.198,0.148,0.229,running
running_2,15,0.374,0.235,0.181,0.273,running
running_2,16,0.37,0.232,0.056,0.223,running
running_2,17,0.266,0.241,0.06,0.239,running
running_2,18,0.338,0.221,0.085,0.215,running
running_2,19,0.406,0.178,0.062,0.199,running
running_3,0,0.378,0.039,0.174,0.342,running
running_3,1,0.576,0.106,0.131,0.365,running
running_3,2,0.513,0.057,0.1,0.353,running
running_3,3,0.467,0.06,0.197,0.338,running
running_3,4,0.418,0.071,0.194,0.33,running
running_3,5,0.522,0.034,0.146,0.348,running
running_3,6,0.444,0.058,0.268,0.336,running
running_3,7,0.598,0.078,0.179,0.363,running
running_3,8,0.603,0.049,0.119,0.338,running
running_3,9,0.478,0.035,0.176,0.387,running
running_3,10,0.484,0.063,0.144,0.371,running
running_3,11,0.435,0.106,0.271,0.358,running
running_3,12,0.475,0.09,0.229,0.337,running
running_3,13,0.45,0.043,0.195,0.367,running
running_3,14,0.409,0.06,0.107,0.335,running
running_3,15,0.504,0.054,0.16,0.321,running
running_3,16,0.485,0.068,0.138,0.35,running
running_3,17,0.485,0.053,0.101,0.389,running
running_3,18,0.444,0.067,0.225,0.424,running
running_3,19,0.414,0.078,0.139,0.343,running
running_4,0,0.768,0.228,0.282,0.139,running
running_4,1,0.792,0.249,0.216,0.144,running
running_4,2,0.712,0.251,0.191,0.12,running
running_4,3,0.665,0.285,0.2,0.161,running
running_4,4,0.824,0.232,0.18,0.189,running
running_4,5,0.858,0.257,0.247,0.125,running
running_4,6,0.792,0.243,0.133,0.111,running
running_4,7,0.772,0.235,0.231,0.116,running
running_4,8,0.731,0.275,0.247,0.138,running
running_4,9,0.814,0.267,0.307,0.129,running
running_4,10,0.749,0.232,0.213,0.157,running
running_4,11,0.835,0.277,0.145,0.159,running
running_4,12,0.679,0.276,0.216,0.152,running
running_4,13,0.704,0.281,0.161,0.124,running
running_4,14,0.721,0.223,0.239,0.174,running
running_4,15,0.904,0.26,0.29,0.142,running
running_4,16,0.795,0.251,0.244,0.149,running
running_4,17,0.742,0.256,0.231,0.154,running
running_4,18,0.717,0.257,0.33,0.161,running
running_4,19,0.838,0.258,0.25,0.158,running
running_5,0,0.043,0.238,0.371,0.217,running
running_5,1,0.046,0.201,0.314,0.272,running
running_5,2,0.108,0.21,0.414,0.25,running
running_5,3,0.156,0.233,0.353,0.225,running
running_5,4,0.147,0.201,0.384,0.239,running
running_5,5,0.148,0.176,0.42,0.226,running
running_5,6,0.144,0.227,0.465,0.258,running
running_5,7,0.176,0.24,0.399,0.231,running
running_5,8,0.153,0.226,0.369,0.239,running
running_5,9,0.107,0.195,0.449,0.232,running
running_5,10,0.211,0.179,0.357,0.231,running
running_5,11,0.166,0.22,0.4,0.208,running
running_5,12,0.051,0.218,0.316,0.22,running
running_5,13,0.134,0.192,0.465,0.255,running
running_5,14,0.03,0.193,0.27,0.215,running
running_5,15,0.147,0.203,0.407,0.2,running
running_5,16,0.149,0.201,0.385,0.229,running
running_5,17,0.045,0.189,0.433,0.239,running
running_5,18,0.161,0.218,0.392,0.196,running
running_5,19,0.095,0.211,0.482,0.244,running
running_6,0,0.526,0.205,0.488,0.032,running
running_6,1,0.595,0.182,0.567,0.017,running
running_6,2,0.446,0.247,0.544,0.061,running
running_6,3,0.554,0.265,0.535,0.033,running
running_6,4,0.531,0.248,0.468,0.023,running
running_6,5,0.499,0.181,0.514,0.002,running
running_6,6,0.517,0.241,0.483,0.07,running
running_6,7,0.441,0.247,0.541,0.002,running
running_6,8,0.65,0.222,0.463,0.008,running
running_6,9,0.503,0.221,0.512,0.03,running
running_6,10,0.546,0.216,0.41,0.033,running
running_6,11,0.396,0.231,0.458,0.039,running
running_6,12,0.58,0.205,0.56,0.027,running
running_6,13,0.602,0.216,0.465,0.05,running
running_6,14,0.493,0.207,0.483,0.035,running
running_6,15,0.581,0.185,0.508,0.049,running
running_6,16,0.524,0.25,0.503,0.032,running
running_6,17,0.544,0.226,0.488,0.046,running
running_6,18,0.482,0.211,0.481,0.063,running
running_6,19,0.353,0.231,0.509,0.002,running
running_7,0,0.151,0.005,0.828,0.288,running
running_7,1,0.156,0.063,0.715,0.316,running
running_7,2,0.102,0.007,0.818,0.288,running
running_7,3,0.079,0.04,0.773,0.302,running
running_7,4,0.149,0.021,0.722,0.301,running
running_7,5,0.216,0.046,0.814,0.304,running
running_7,6,0.097,0.043,0.751,0.315,running
running_7,7,0.19,0.055,0.819,0.284,running
running_7,8,0.101,0.034,0.775,0.296,running
running_7,9,0.158,0.03,0.761,0.317,running
running_7,10,0.018,0.091,0.745,0.263,running
running_7,11,0.129,0.049,0.755,0.323,running
running_7,12,0.159,0.054,0.782,0.301,running
running_7,13,0.21,0.019,0.766,0.304,running
running_7,14,0.162,0.031,0.672,0.306,running
running_7,15,0.135,0.078,0.696,0.326,running
running_7,16,0.24,0.041,0.695,0.295,running
running_7,17,0.122,0.06,0.73,0.334,running
running_7,18,0.066,0.013,0.815,0.258,running
running_7,19,0.111,0.111,0.759,0.281,running
running_8,0,0.166,0.08,0.808,0.26,running
running_8,1,0.187,0.072,0.783,0.251,running
running_8,2,0.172,0.027,0.831,0.237,running
running_8,3,0.176,0.034,0.831,0.233,running
running_8,4,0.212,0.047,0.7,0.217,running
running_8,5,0.235,0.032,0.849,0.265,running
running_8,6,0.254,0.083,0.792,0.259,running
running_8,7,0.189,0.096,0.895,0.246,running
running_8,8,0.238,0.074,0.789,0.233,running
running_8,9,0.262,0.048,0.805,0.229,running
running_8,10,0.132,0.051,0.841,0.241,running
running_8,11,0.29,0.033,0.743,0.245,running
running_8,12,0.214,0.062,0.757,0.273,running
running_8,13,0.317,0.046,0.859,0.225,running
running_8,14,0.272,0.068,0.839,0.246,running
running_8,15,0.071,0.034,0.765,0.226,running
running_8,16,0.224,0.038,0.755,0.225,running
running_8,17,0.183,0.069,0.763,0.236,running
running_8,18,0.196,0.053,0.819,0.185,running
running_8,19,0.269,0.075,0.744,0.226,running
running_9,0,0.146,0.125,0.251,0.238,running
running_9,1,0.22,0.058,0.33,0.211,running
running_9,2,0.179,0.099,0.322,0.228,running
running_9,3,0.261,0.102,0.229,0.204,running
running_9,4,0.349,0.108,0.416,0.241,running
running_9,5,0.214,0.1,0.296,0.179,running
running_9,6,0.203,0.118,0.268,0.222,running
running_9,7,0.245,0.076,0.275,0.193,running
running_9,8,0.161,0.068,0.253,0.242,running
running_9,9,0.156,0.096,0.273,0.237,running
running_9,10,0.268,0.111,0.313,0.209,running
running_9,11,0.143,0.133,0.26,0.227,running
running_9,12,0.255,0.083,0.35,0.229,running
running_9,13,0.289,0.084,0.234,0.203,running
running_9,14,0.213,0.095,0.278,0.175,running
running_9,15,0.226,0.133,0.321,0.226,running
running_9,16,0.231,0.102,0.344,0.221,running
running_9,17,0.187,0.078,0.285,0.22,running
running_9,18,0.186,0.1,0.32,0.23,running
running_9,19,0.266,0.095,0.232,0.207,running
running_10,0,0.318,0.184,0.444,0.336,running
running_10,1,0.294,0.153,0.436,0.357,running
running_10,2,0.281,0.17,0.381,0.348,running
running_10,3,0.352,0.158,0.464,0.332,running
running_10,4,0.414,0.121,0.514,0.306,running
running_10,5,0.298,0.152,0.454,0.324,running
running_10,6,0.243,0.177,0.385,0.335,running
running_10,7,0.283,0.133,0.485,0.293,running
running_10,8,0.301,0.128,0.498,0.306,running
running_10,9,0.277,0.162,0.436,0.323,running
running_10,10,0.224,0.169,0.563,0.38,running
